r,t,y,AnnualFixedOperatingCost
RE1,PHL_AGR_HEAT_BIOM,2047,0
RE1,PHL_AGR_HEAT_BIOM,2048,0
RE1,PHL_AGR_HEAT_BIOM,2049,0
RE1,PHL_AGR_HEAT_BIOM,2050,0
RE1,PHL_AGR_HEAT_BIOM,2051,0
RE1,PHL_AGR_HEAT_BIOM,2052,0
RE1,PHL_AGR_HEAT_BIOM,2053,0
RE1,PHL_POW_TD_AGR,2020,0
RE1,PHL_POW_TD_AGR,2021,0
RE1,PHL_POW_TD_AGR,2022,0
RE1,PHL_POW_TD_AGR,2023,0
RE1,PHL_POW_TD_AGR,2024,0
RE1,PHL_POW_TD_AGR,2025,0
RE1,PHL_POW_TD_AGR,2026,0
RE1,PHL_POW_TD_AGR,2027,0
RE1,PHL_POW_TD_AGR,2028,0
RE1,PHL_POW_TD_AGR,2029,0
RE1,PHL_POW_TD_AGR,2030,0
RE1,PHL_POW_TD_AGR,2031,0
RE1,PHL_POW_TD_AGR,2032,0
RE1,PHL_POW_TD_AGR,2033,0
RE1,PHL_POW_TD_AGR,2034,0
RE1,PHL_POW_TD_AGR,2035,0
RE1,PHL_POW_TD_AGR,2036,0
RE1,PHL_POW_TD_AGR,2037,0
RE1,PHL_POW_TD_AGR,2038,0
RE1,PHL_POW_TD_AGR,2039,0
RE1,PHL_POW_TD_AGR,2040,0
RE1,PHL_POW_TD_AGR,2041,0
RE1,PHL_POW_TD_AGR,2042,0
RE1,PHL_POW_TD_AGR,2043,0
RE1,PHL_POW_TD_AGR,2044,0
RE1,PHL_POW_TD_AGR,2045,0
RE1,PHL_POW_TD_AGR,2046,0
RE1,PHL_POW_TD_AGR,2047,0
RE1,PHL_POW_TD_AGR,2048,0
RE1,PHL_POW_TD_AGR,2049,0
RE1,PHL_POW_TD_AGR,2050,0
RE1,PHL_POW_TD_AGR,2051,0
RE1,PHL_POW_TD_AGR,2052,0
RE1,PHL_POW_TD_AGR,2053,0
RE1,PHL_LND_OTH,2020,0
RE1,PHL_LND_OTH,2021,0
RE1,PHL_LND_OTH,2022,0
RE1,PHL_LND_OTH,2023,0
RE1,PHL_LND_OTH,2024,0
RE1,PHL_LND_OTH,2025,0
RE1,PHL_LND_OTH,2026,0
RE1,PHL_LND_OTH,2027,0
RE1,PHL_LND_OTH,2028,0
RE1,PHL_LND_OTH,2029,0
RE1,PHL_LND_OTH,2030,0
RE1,PHL_LND_OTH,2031,0
RE1,PHL_LND_OTH,2032,0
RE1,PHL_LND_OTH,2033,0
RE1,PHL_LND_OTH,2034,0
RE1,PHL_LND_OTH,2035,0
RE1,PHL_LND_OTH,2036,0
RE1,PHL_LND_OTH,2037,0
RE1,PHL_LND_OTH,2038,0
RE1,PHL_LND_OTH,2039,0
RE1,PHL_LND_OTH,2040,0
RE1,PHL_LND_OTH,2041,0
RE1,PHL_LND_OTH,2042,0
RE1,PHL_LND_OTH,2043,0
RE1,PHL_LND_OTH,2044,0
RE1,PHL_LND_OTH,2045,0
RE1,PHL_LND_OTH,2046,0
RE1,PHL_LND_OTH,2047,0
RE1,PHL_LND_OTH,2048,0
RE1,PHL_LND_OTH,2049,0
RE1,PHL_LND_OTH,2050,0
RE1,PHL_LND_OTH,2051,0
RE1,PHL_LND_OTH,2052,0
RE1,PHL_LND_OTH,2053,0
RE1,PHL_LND_GRS,2020,0
RE1,PHL_LND_GRS,2021,0
RE1,PHL_LND_GRS,2022,0
RE1,PHL_LND_GRS,2023,0
RE1,PHL_LND_GRS,2024,0
RE1,PHL_LND_GRS,2025,0
RE1,PHL_LND_GRS,2026,0
RE1,PHL_LND_GRS,2027,0
RE1,PHL_LND_GRS,2028,0
RE1,PHL_LND_GRS,2029,0
RE1,PHL_LND_GRS,2030,0
RE1,PHL_LND_GRS,2031,0
RE1,PHL_LND_GRS,2032,0
RE1,PHL_LND_GRS,2033,0
RE1,PHL_LND_GRS,2034,0
RE1,PHL_LND_GRS,2035,0
RE1,PHL_LND_GRS,2036,0
RE1,PHL_LND_GRS,2037,0
RE1,PHL_LND_GRS,2038,0
RE1,PHL_LND_GRS,2039,0
RE1,PHL_LND_GRS,2040,0
RE1,PHL_LND_GRS,2041,0
RE1,PHL_LND_GRS,2042,0
RE1,PHL_LND_GRS,2043,0
RE1,PHL_LND_GRS,2044,0
RE1,PHL_LND_GRS,2045,0
RE1,PHL_LND_GRS,2046,0
RE1,PHL_LND_GRS,2047,0
RE1,PHL_LND_GRS,2048,0
RE1,PHL_LND_GRS,2049,0
RE1,PHL_LND_GRS,2050,0
RE1,PHL_LND_GRS,2051,0
RE1,PHL_LND_GRS,2052,0
RE1,PHL_LND_GRS,2053,0
RE1,PHL_LND_BLT,2020,0
RE1,PHL_LND_BLT,2021,0
RE1,PHL_LND_BLT,2022,0
RE1,PHL_LND_BLT,2023,0
RE1,PHL_LND_BLT,2024,0
RE1,PHL_LND_BLT,2025,0
RE1,PHL_LND_BLT,2026,0
RE1,PHL_LND_BLT,2027,0
RE1,PHL_LND_BLT,2028,0
RE1,PHL_LND_BLT,2029,0
RE1,PHL_LND_BLT,2030,0
RE1,PHL_LND_BLT,2031,0
RE1,PHL_LND_BLT,2032,0
RE1,PHL_LND_BLT,2033,0
RE1,PHL_LND_BLT,2034,0
RE1,PHL_LND_BLT,2035,0
RE1,PHL_LND_BLT,2036,0
RE1,PHL_LND_BLT,2037,0
RE1,PHL_LND_BLT,2038,0
RE1,PHL_LND_BLT,2039,0
RE1,PHL_LND_BLT,2040,0
RE1,PHL_LND_BLT,2041,0
RE1,PHL_LND_BLT,2042,0
RE1,PHL_LND_BLT,2043,0
RE1,PHL_LND_BLT,2044,0
RE1,PHL_LND_BLT,2045,0
RE1,PHL_LND_BLT,2046,0
RE1,PHL_LND_BLT,2047,0
RE1,PHL_LND_BLT,2048,0
RE1,PHL_LND_BLT,2049,0
RE1,PHL_LND_BLT,2050,0
RE1,PHL_LND_BLT,2051,0
RE1,PHL_LND_BLT,2052,0
RE1,PHL_LND_BLT,2053,0
RE1,PHL_LND_WAT,2020,0
RE1,PHL_LND_WAT,2021,0
RE1,PHL_LND_WAT,2022,0
RE1,PHL_LND_WAT,2023,0
RE1,PHL_LND_WAT,2024,0
RE1,PHL_LND_WAT,2025,0
RE1,PHL_LND_WAT,2026,0
RE1,PHL_LND_WAT,2027,0
RE1,PHL_LND_WAT,2028,0
RE1,PHL_LND_WAT,2029,0
RE1,PHL_LND_WAT,2030,0
RE1,PHL_LND_WAT,2031,0
RE1,PHL_LND_WAT,2032,0
RE1,PHL_LND_WAT,2033,0
RE1,PHL_LND_WAT,2034,0
RE1,PHL_LND_WAT,2035,0
RE1,PHL_LND_WAT,2036,0
RE1,PHL_LND_WAT,2037,0
RE1,PHL_LND_WAT,2038,0
RE1,PHL_LND_WAT,2039,0
RE1,PHL_LND_WAT,2040,0
RE1,PHL_LND_WAT,2041,0
RE1,PHL_LND_WAT,2042,0
RE1,PHL_LND_WAT,2043,0
RE1,PHL_LND_WAT,2044,0
RE1,PHL_LND_WAT,2045,0
RE1,PHL_LND_WAT,2046,0
RE1,PHL_LND_WAT,2047,0
RE1,PHL_LND_WAT,2048,0
RE1,PHL_LND_WAT,2049,0
RE1,PHL_LND_WAT,2050,0
RE1,PHL_LND_WAT,2051,0
RE1,PHL_LND_WAT,2052,0
RE1,PHL_LND_WAT,2053,0
RE1,PHL_LND_FOR,2020,0
RE1,PHL_LND_FOR,2021,0
RE1,PHL_LND_FOR,2022,0
RE1,PHL_LND_FOR,2023,0
RE1,PHL_LND_FOR,2024,0
RE1,PHL_LND_FOR,2025,0
RE1,PHL_LND_FOR,2026,0
RE1,PHL_LND_FOR,2027,0
RE1,PHL_LND_FOR,2028,0
RE1,PHL_LND_FOR,2029,0
RE1,PHL_LND_FOR,2030,0
RE1,PHL_LND_FOR,2031,0
RE1,PHL_LND_FOR,2032,0
RE1,PHL_LND_FOR,2033,0
RE1,PHL_LND_FOR,2034,0
RE1,PHL_LND_FOR,2035,0
RE1,PHL_LND_FOR,2036,0
RE1,PHL_LND_FOR,2037,0
RE1,PHL_LND_FOR,2038,0
RE1,PHL_LND_FOR,2039,0
RE1,PHL_LND_FOR,2040,0
RE1,PHL_LND_FOR,2041,0
RE1,PHL_LND_FOR,2042,0
RE1,PHL_LND_FOR,2043,0
RE1,PHL_LND_FOR,2044,0
RE1,PHL_LND_FOR,2045,0
RE1,PHL_LND_FOR,2046,0
RE1,PHL_LND_FOR,2047,0
RE1,PHL_LND_FOR,2048,0
RE1,PHL_LND_FOR,2049,0
RE1,PHL_LND_FOR,2050,0
RE1,PHL_LND_FOR,2051,0
RE1,PHL_LND_FOR,2052,0
RE1,PHL_LND_FOR,2053,0
RE1,PHL_LND_CRP,2020,0
RE1,PHL_LND_CRP,2021,0
RE1,PHL_LND_CRP,2022,0
RE1,PHL_LND_CRP,2023,0
RE1,PHL_LND_CRP,2024,0
RE1,PHL_LND_CRP,2025,0
RE1,PHL_LND_CRP,2026,0
RE1,PHL_LND_CRP,2027,0
RE1,PHL_LND_CRP,2028,0
RE1,PHL_LND_CRP,2029,0
RE1,PHL_LND_CRP,2030,0
RE1,PHL_LND_CRP,2031,0
RE1,PHL_LND_CRP,2032,0
RE1,PHL_LND_CRP,2033,0
RE1,PHL_LND_CRP,2034,0
RE1,PHL_LND_CRP,2035,0
RE1,PHL_LND_CRP,2036,0
RE1,PHL_LND_CRP,2037,0
RE1,PHL_LND_CRP,2038,0
RE1,PHL_LND_CRP,2039,0
RE1,PHL_LND_CRP,2040,0
RE1,PHL_LND_CRP,2041,0
RE1,PHL_LND_CRP,2042,0
RE1,PHL_LND_CRP,2043,0
RE1,PHL_LND_CRP,2044,0
RE1,PHL_LND_CRP,2045,0
RE1,PHL_LND_CRP,2046,0
RE1,PHL_LND_CRP,2047,0
RE1,PHL_LND_CRP,2048,0
RE1,PHL_LND_CRP,2049,0
RE1,PHL_LND_CRP,2050,0
RE1,PHL_LND_CRP,2051,0
RE1,PHL_LND_CRP,2052,0
RE1,PHL_LND_CRP,2053,0
RE1,PHL_LND,2020,0
RE1,PHL_LND,2021,0
RE1,PHL_LND,2022,0
RE1,PHL_LND,2023,0
RE1,PHL_LND,2024,0
RE1,PHL_LND,2025,0
RE1,PHL_LND,2026,0
RE1,PHL_LND,2027,0
RE1,PHL_LND,2028,0
RE1,PHL_LND,2029,0
RE1,PHL_LND,2030,0
RE1,PHL_LND,2031,0
RE1,PHL_LND,2032,0
RE1,PHL_LND,2033,0
RE1,PHL_LND,2034,0
RE1,PHL_LND,2035,0
RE1,PHL_LND,2036,0
RE1,PHL_LND,2037,0
RE1,PHL_LND,2038,0
RE1,PHL_LND,2039,0
RE1,PHL_LND,2040,0
RE1,PHL_LND,2041,0
RE1,PHL_LND,2042,0
RE1,PHL_LND,2043,0
RE1,PHL_LND,2044,0
RE1,PHL_LND,2045,0
RE1,PHL_LND,2046,0
RE1,PHL_LND,2047,0
RE1,PHL_LND,2048,0
RE1,PHL_LND,2049,0
RE1,PHL_LND,2050,0
RE1,PHL_LND,2051,0
RE1,PHL_LND,2052,0
RE1,PHL_LND,2053,0
RE1,PHL_POW_CHP_NG_OLD,2020,82.0952
RE1,PHL_POW_CHP_NG_OLD,2021,82.0952
RE1,PHL_POW_CHP_NG_OLD,2022,82.0952
RE1,PHL_POW_CHP_NG_OLD,2023,82.0952
RE1,PHL_POW_CHP_NG_OLD,2024,82.0952
RE1,PHL_POW_CHP_NG_OLD,2025,82.0952
RE1,PHL_POW_CHP_NG_OLD,2026,82.0952
RE1,PHL_POW_CHP_NG_OLD,2027,82.0952
RE1,PHL_POW_CHP_NG_OLD,2028,82.0952
RE1,PHL_POW_CHP_NG_OLD,2029,82.0952
RE1,PHL_POW_CHP_NG_OLD,2030,82.0952
RE1,PHL_POW_CHP_NG_OLD,2031,57.1494
RE1,PHL_POW_CHP_NG_OLD,2032,12.6434
RE1,PHL_POW_CHP_NG_OLD,2033,12.6434
RE1,PHL_POW_CHP_NG_OLD,2034,12.6434
RE1,PHL_POW_CHP_NG_OLD,2035,12.6434
RE1,PHL_POW_CHP_NG_OLD,2036,12.6434
RE1,PHL_POW_CHP_NG_OLD,2037,12.6434
RE1,PHL_POW_CHP_NG_OLD,2038,12.6434
RE1,PHL_POW_CHP_NG_OLD,2039,12.6434
RE1,PHL_POW_CHP_NG_OLD,2040,12.6434
RE1,PHL_POW_CHP_NG_OLD,2041,12.6434
RE1,PHL_POW_CHP_NG_OLD,2042,12.6214
RE1,PHL_POW_CHP_NG_OLD,2043,12.6214
RE1,PHL_POW_CHP_NG_OLD,2044,12.6214
RE1,PHL_POW_CHP_NG_OLD,2045,12.6214
RE1,PHL_POW_CHP_NG_OLD,2046,0
RE1,PHL_POW_CHP_NG_OLD,2047,0
RE1,PHL_POW_CHP_NG_OLD,2048,0
RE1,PHL_POW_CHP_NG_OLD,2049,0
RE1,PHL_POW_CHP_NG_OLD,2050,0
RE1,PHL_POW_CHP_NG_OLD,2051,0
RE1,PHL_POW_CHP_NG_OLD,2052,0
RE1,PHL_POW_CHP_NG_OLD,2053,0
RE1,PHL_POW_CHP_OIL_OLD,2020,58.4034
RE1,PHL_POW_CHP_OIL_OLD,2021,62.359
RE1,PHL_POW_CHP_OIL_OLD,2022,64.4996
RE1,PHL_POW_CHP_OIL_OLD,2023,64.4996
RE1,PHL_POW_CHP_OIL_OLD,2024,64.746
RE1,PHL_POW_CHP_OIL_OLD,2025,64.746
RE1,PHL_POW_CHP_OIL_OLD,2026,64.746
RE1,PHL_POW_CHP_OIL_OLD,2027,64.746
RE1,PHL_POW_CHP_OIL_OLD,2028,64.746
RE1,PHL_POW_CHP_OIL_OLD,2029,64.064
RE1,PHL_POW_CHP_OIL_OLD,2030,64.064
RE1,PHL_POW_CHP_OIL_OLD,2031,64.064
RE1,PHL_POW_CHP_OIL_OLD,2032,64.064
RE1,PHL_POW_CHP_OIL_OLD,2033,63.5734
RE1,PHL_POW_CHP_OIL_OLD,2034,33.8184
RE1,PHL_POW_CHP_OIL_OLD,2035,32.9934
RE1,PHL_POW_CHP_OIL_OLD,2036,32.4302
RE1,PHL_POW_CHP_OIL_OLD,2037,27.6738
RE1,PHL_POW_CHP_OIL_OLD,2038,24.7632
RE1,PHL_POW_CHP_OIL_OLD,2039,24.7632
RE1,PHL_POW_CHP_OIL_OLD,2040,24.7632
RE1,PHL_POW_CHP_OIL_OLD,2041,24.7632
RE1,PHL_POW_CHP_OIL_OLD,2042,24.7632
RE1,PHL_POW_CHP_OIL_OLD,2043,24.7632
RE1,PHL_POW_CHP_OIL_OLD,2044,24.7632
RE1,PHL_POW_CHP_OIL_OLD,2045,22.7766
RE1,PHL_POW_CHP_OIL_OLD,2046,22.5016
RE1,PHL_POW_CHP_OIL_OLD,2047,22.5016
RE1,PHL_POW_CHP_OIL_OLD,2048,21.7338
RE1,PHL_POW_CHP_OIL_OLD,2049,21.4918
RE1,PHL_POW_CHP_OIL_OLD,2050,21.4918
RE1,PHL_POW_CHP_OIL_OLD,2051,21.4918
RE1,PHL_POW_CHP_OIL_OLD,2052,20.8186
RE1,PHL_POW_CHP_OIL_OLD,2053,12.0076
RE1,PHL_POW_DAC,2020,0
RE1,PHL_POW_DAC,2021,0
RE1,PHL_POW_DAC,2022,0
RE1,PHL_POW_DAC,2023,0
RE1,PHL_POW_DAC,2024,0
RE1,PHL_POW_DAC,2025,0
RE1,PHL_POW_DAC,2026,0
RE1,PHL_POW_DAC,2027,0
RE1,PHL_POW_DAC,2028,0
RE1,PHL_POW_DAC,2029,0
RE1,PHL_POW_DAC,2030,0
RE1,PHL_POW_DAC,2031,0
RE1,PHL_POW_DAC,2032,0
RE1,PHL_POW_DAC,2033,0
RE1,PHL_POW_DAC,2034,0
RE1,PHL_POW_DAC,2035,0
RE1,PHL_POW_DAC,2036,0
RE1,PHL_POW_DAC,2037,0
RE1,PHL_POW_DAC,2038,0
RE1,PHL_POW_DAC,2039,0
RE1,PHL_POW_DAC,2040,0
RE1,PHL_POW_DAC,2041,0
RE1,PHL_POW_DAC,2042,0
RE1,PHL_POW_DAC,2043,0
RE1,PHL_POW_DAC,2044,0
RE1,PHL_POW_DAC,2045,0
RE1,PHL_POW_DAC,2046,0
RE1,PHL_POW_DAC,2047,0
RE1,PHL_POW_DAC,2048,0
RE1,PHL_POW_DAC,2049,0
RE1,PHL_POW_DAC,2050,0
RE1,PHL_POW_DAC,2051,0
RE1,PHL_POW_DAC,2052,0
RE1,PHL_POW_DAC,2053,0
RE1,PHL_POW_TD,2020,0
RE1,PHL_POW_TD,2021,0
RE1,PHL_POW_TD,2022,0
RE1,PHL_POW_TD,2023,0
RE1,PHL_POW_TD,2024,0
RE1,PHL_POW_TD,2025,0
RE1,PHL_POW_TD,2026,0
RE1,PHL_POW_TD,2027,0
RE1,PHL_POW_TD,2028,0
RE1,PHL_POW_TD,2029,0
RE1,PHL_POW_TD,2030,0
RE1,PHL_POW_TD,2031,0
RE1,PHL_POW_TD,2032,0
RE1,PHL_POW_TD,2033,0
RE1,PHL_POW_TD,2034,0
RE1,PHL_POW_TD,2035,0
RE1,PHL_POW_TD,2036,0
RE1,PHL_POW_TD,2037,0
RE1,PHL_POW_TD,2038,0
RE1,PHL_POW_TD,2039,0
RE1,PHL_POW_TD,2040,0
RE1,PHL_POW_TD,2041,0
RE1,PHL_POW_TD,2042,0
RE1,PHL_POW_TD,2043,0
RE1,PHL_POW_TD,2044,0
RE1,PHL_POW_TD,2045,0
RE1,PHL_POW_TD,2046,0
RE1,PHL_POW_TD,2047,0
RE1,PHL_POW_TD,2048,0
RE1,PHL_POW_TD,2049,0
RE1,PHL_POW_TD,2050,0
RE1,PHL_POW_TD,2051,0
RE1,PHL_POW_TD,2052,0
RE1,PHL_POW_TD,2053,0
RE1,PHL_POW_PP_WON_T1,2020,27.774
RE1,PHL_POW_PP_WON_T1,2021,34.0075
RE1,PHL_POW_PP_WON_T1,2022,33.7672
RE1,PHL_POW_PP_WON_T1,2023,34.5299
RE1,PHL_POW_PP_WON_T1,2024,34.2793
RE1,PHL_POW_PP_WON_T1,2025,34.0282
RE1,PHL_POW_PP_WON_T1,2026,33.7771
RE1,PHL_POW_PP_WON_T1,2027,33.5269
RE1,PHL_POW_PP_WON_T1,2028,33.2785
RE1,PHL_POW_PP_WON_T1,2029,33.0326
RE1,PHL_POW_PP_WON_T1,2030,31.5384
RE1,PHL_POW_PP_WON_T1,2031,31.2824
RE1,PHL_POW_PP_WON_T1,2032,31.0272
RE1,PHL_POW_PP_WON_T1,2033,30.7751
RE1,PHL_POW_PP_WON_T1,2034,30.5282
RE1,PHL_POW_PP_WON_T1,2035,30.2879
RE1,PHL_POW_PP_WON_T1,2036,30.0554
RE1,PHL_POW_PP_WON_T1,2037,29.8315
RE1,PHL_POW_PP_WON_T1,2038,29.6168
RE1,PHL_POW_PP_WON_T1,2039,18.4155
RE1,PHL_POW_PP_WON_T1,2040,14.9354
RE1,PHL_POW_PP_WON_T1,2041,14.8077
RE1,PHL_POW_PP_WON_T1,2042,14.6927
RE1,PHL_POW_PP_WON_T1,2043,14.5892
RE1,PHL_POW_PP_WON_T1,2044,14.496
RE1,PHL_POW_PP_WON_T1,2045,6.1854
RE1,PHL_POW_PP_WON_T1,2046,0.8421
RE1,PHL_POW_PP_WON_T1,2047,0.8381
RE1,PHL_POW_PP_WON_T1,2048,0
RE1,PHL_POW_PP_WON_T1,2049,0
RE1,PHL_POW_PP_WON_T1,2050,0
RE1,PHL_POW_PP_WON_T1,2051,0
RE1,PHL_POW_PP_WON_T1,2052,0
RE1,PHL_POW_PP_WON_T1,2053,0
RE1,PHL_POW_PP_WOF_T1,2020,0
RE1,PHL_POW_PP_WOF_T1,2021,0
RE1,PHL_POW_PP_WOF_T1,2022,0
RE1,PHL_POW_PP_WOF_T1,2023,0
RE1,PHL_POW_PP_WOF_T1,2024,0
RE1,PHL_POW_PP_WOF_T1,2025,0
RE1,PHL_POW_PP_WOF_T1,2026,0
RE1,PHL_POW_PP_WOF_T1,2027,0
RE1,PHL_POW_PP_WOF_T1,2028,0
RE1,PHL_POW_PP_WOF_T1,2029,0
RE1,PHL_POW_PP_WOF_T1,2030,0
RE1,PHL_POW_PP_WOF_T1,2031,0
RE1,PHL_POW_PP_WOF_T1,2032,0
RE1,PHL_POW_PP_WOF_T1,2033,0
RE1,PHL_POW_PP_WOF_T1,2034,0
RE1,PHL_POW_PP_WOF_T1,2035,0
RE1,PHL_POW_PP_WOF_T1,2036,0
RE1,PHL_POW_PP_WOF_T1,2037,0
RE1,PHL_POW_PP_WOF_T1,2038,0
RE1,PHL_POW_PP_WOF_T1,2039,0
RE1,PHL_POW_PP_WOF_T1,2040,0
RE1,PHL_POW_PP_WOF_T1,2041,0
RE1,PHL_POW_PP_WOF_T1,2042,0
RE1,PHL_POW_PP_WOF_T1,2043,0
RE1,PHL_POW_PP_WOF_T1,2044,0
RE1,PHL_POW_PP_WOF_T1,2045,0
RE1,PHL_POW_PP_WOF_T1,2046,0
RE1,PHL_POW_PP_WOF_T1,2047,0
RE1,PHL_POW_PP_WOF_T1,2048,0
RE1,PHL_POW_PP_WOF_T1,2049,0
RE1,PHL_POW_PP_WOF_T1,2050,0
RE1,PHL_POW_PP_WOF_T1,2051,0
RE1,PHL_POW_PP_WOF_T1,2052,0
RE1,PHL_POW_PP_WOF_T1,2053,0
RE1,PHL_POW_PP_SPV_T1,2020,13.2078
RE1,PHL_POW_PP_SPV_T1,2021,16.7087
RE1,PHL_POW_PP_SPV_T1,2022,19.9708
RE1,PHL_POW_PP_SPV_T1,2023,21.1633
RE1,PHL_POW_PP_SPV_T1,2024,32.3244
RE1,PHL_POW_PP_SPV_T1,2025,34.3734
RE1,PHL_POW_PP_SPV_T1,2026,33.2382
RE1,PHL_POW_PP_SPV_T1,2027,32.1833
RE1,PHL_POW_PP_SPV_T1,2028,31.2019
RE1,PHL_POW_PP_SPV_T1,2029,30.2878
RE1,PHL_POW_PP_SPV_T1,2030,90.7906
RE1,PHL_POW_PP_SPV_T1,2031,114.98
RE1,PHL_POW_PP_SPV_T1,2032,113.279
RE1,PHL_POW_PP_SPV_T1,2033,111.595
RE1,PHL_POW_PP_SPV_T1,2034,109.9339
RE1,PHL_POW_PP_SPV_T1,2035,108.3221
RE1,PHL_POW_PP_SPV_T1,2036,129.424
RE1,PHL_POW_PP_SPV_T1,2037,207.0557
RE1,PHL_POW_PP_SPV_T1,2038,204.2108
RE1,PHL_POW_PP_SPV_T1,2039,201.4905
RE1,PHL_POW_PP_SPV_T1,2040,226.0665
RE1,PHL_POW_PP_SPV_T1,2041,222.2095
RE1,PHL_POW_PP_SPV_T1,2042,218.7381
RE1,PHL_POW_PP_SPV_T1,2043,216.4274
RE1,PHL_POW_PP_SPV_T1,2044,214.9086
RE1,PHL_POW_PP_SPV_T1,2045,214.5354
RE1,PHL_POW_PP_SPV_T1,2046,215.2432
RE1,PHL_POW_PP_SPV_T1,2047,215.7727
RE1,PHL_POW_PP_SPV_T1,2048,216.7558
RE1,PHL_POW_PP_SPV_T1,2049,217.7342
RE1,PHL_POW_PP_SPV_T1,2050,364.8178
RE1,PHL_POW_PP_SPV_T1,2051,377.3904
RE1,PHL_POW_PP_SPV_T1,2052,390.633
RE1,PHL_POW_PP_SPV_T1,2053,403.8692
RE1,PHL_POW_PP_NUSMR,2020,0
RE1,PHL_POW_PP_NUSMR,2021,0
RE1,PHL_POW_PP_NUSMR,2022,0
RE1,PHL_POW_PP_NUSMR,2023,0
RE1,PHL_POW_PP_NUSMR,2024,0
RE1,PHL_POW_PP_NUSMR,2025,0
RE1,PHL_POW_PP_NUSMR,2026,0
RE1,PHL_POW_PP_NUSMR,2027,0
RE1,PHL_POW_PP_NUSMR,2028,0
RE1,PHL_POW_PP_NUSMR,2029,0
RE1,PHL_POW_PP_NUSMR,2030,0
RE1,PHL_POW_PP_NUSMR,2031,0
RE1,PHL_POW_PP_NUSMR,2032,0
RE1,PHL_POW_PP_NUSMR,2033,0
RE1,PHL_POW_PP_NUSMR,2034,0
RE1,PHL_POW_PP_NUSMR,2035,0
RE1,PHL_POW_PP_NUSMR,2036,0
RE1,PHL_POW_PP_NUSMR,2037,0
RE1,PHL_POW_PP_NUSMR,2038,0
RE1,PHL_POW_PP_NUSMR,2039,0
RE1,PHL_POW_PP_NUSMR,2040,0
RE1,PHL_POW_PP_NUSMR,2041,0
RE1,PHL_POW_PP_NUSMR,2042,0
RE1,PHL_POW_PP_NUSMR,2043,0
RE1,PHL_POW_PP_NUSMR,2044,0
RE1,PHL_POW_PP_NUSMR,2045,0
RE1,PHL_POW_PP_NUSMR,2046,0
RE1,PHL_POW_PP_NUSMR,2047,0
RE1,PHL_POW_PP_NUSMR,2048,0
RE1,PHL_POW_PP_NUSMR,2049,0
RE1,PHL_POW_PP_NUSMR,2050,0
RE1,PHL_POW_PP_NUSMR,2051,0
RE1,PHL_POW_PP_NUSMR,2052,0
RE1,PHL_POW_PP_NUSMR,2053,0
RE1,PHL_POW_PP_NU,2020,0
RE1,PHL_POW_PP_NU,2021,0
RE1,PHL_POW_PP_NU,2022,0
RE1,PHL_POW_PP_NU,2023,0
RE1,PHL_POW_PP_NU,2024,0
RE1,PHL_POW_PP_NU,2025,0
RE1,PHL_POW_PP_NU,2026,0
RE1,PHL_POW_PP_NU,2027,0
RE1,PHL_POW_PP_NU,2028,0
RE1,PHL_POW_PP_NU,2029,0
RE1,PHL_POW_PP_NU,2030,0
RE1,PHL_POW_PP_NU,2031,0
RE1,PHL_POW_PP_NU,2032,0
RE1,PHL_POW_PP_NU,2033,0
RE1,PHL_POW_PP_NU,2034,0
RE1,PHL_POW_PP_NU,2035,0
RE1,PHL_POW_PP_NU,2036,0
RE1,PHL_POW_PP_NU,2037,0
RE1,PHL_POW_PP_NU,2038,0
RE1,PHL_POW_PP_NU,2039,0
RE1,PHL_POW_PP_NU,2040,0
RE1,PHL_POW_PP_NU,2041,0
RE1,PHL_POW_PP_NU,2042,0
RE1,PHL_POW_PP_NU,2043,0
RE1,PHL_POW_PP_NU,2044,0
RE1,PHL_POW_PP_NU,2045,0
RE1,PHL_POW_PP_NU,2046,0
RE1,PHL_POW_PP_NU,2047,0
RE1,PHL_POW_PP_NU,2048,0
RE1,PHL_POW_PP_NU,2049,0
RE1,PHL_POW_PP_NU,2050,0
RE1,PHL_POW_PP_NU,2051,0
RE1,PHL_POW_PP_NU,2052,0
RE1,PHL_POW_PP_NU,2053,0
RE1,PHL_POW_PP_NGCC_CCS,2020,0
RE1,PHL_POW_PP_NGCC_CCS,2021,0
RE1,PHL_POW_PP_NGCC_CCS,2022,0
RE1,PHL_POW_PP_NGCC_CCS,2023,0
RE1,PHL_POW_PP_NGCC_CCS,2024,0
RE1,PHL_POW_PP_NGCC_CCS,2025,0
RE1,PHL_POW_PP_NGCC_CCS,2026,0
RE1,PHL_POW_PP_NGCC_CCS,2027,0
RE1,PHL_POW_PP_NGCC_CCS,2028,0
RE1,PHL_POW_PP_NGCC_CCS,2029,0
RE1,PHL_POW_PP_NGCC_CCS,2030,0
RE1,PHL_POW_PP_NGCC_CCS,2031,0
RE1,PHL_POW_PP_NGCC_CCS,2032,0
RE1,PHL_POW_PP_NGCC_CCS,2033,0
RE1,PHL_POW_PP_NGCC_CCS,2034,0
RE1,PHL_POW_PP_NGCC_CCS,2035,0
RE1,PHL_POW_PP_NGCC_CCS,2036,0
RE1,PHL_POW_PP_NGCC_CCS,2037,0
RE1,PHL_POW_PP_NGCC_CCS,2038,0
RE1,PHL_POW_PP_NGCC_CCS,2039,0
RE1,PHL_POW_PP_NGCC_CCS,2040,0
RE1,PHL_POW_PP_NGCC_CCS,2041,0
